customer_id,city,building_type,season,meter_type,building_area_sqft,occupants,average_temperature_c,humidity_percent,appliance_count,avg_daily_usage_hours,solar_panel,previous_month_kwh,monthly_consumption_kwh
CUST01593,Chitwan,Commercial,Winter,Smart,4485.0,4.0,18.8,39.0,6.0,11.5,No,1361.0,1622.5
CUST01859,Kathmandu,Residential,Winter,Smart,1972.0,13.0,11.9,35.1,10.0,11.3,No,1501.6,1695.1
CUST00444,Bhaktapur,Office,Summer,Standard,5760.0,7.0,12.6,87.3,13.0,4.0,No,786.2,1841.1
CUST01003,Chitwan,Industrial,Winter,Smart,1732.0,4.0,5.2,37.8,2.0,13.0,No,828.1,1580.3
CUST01078,Kathmandu,Residential,Winter,Smart,2365.0,1.0,33.2,35.5,7.0,9.4,Yes,1047.2,1149.6
CUST00838,Kathmandu,Residential,Spring,Standard,576.0,2.0,28.4,37.9,19.0,2.5,Yes,957.0,810.7
CUST01818,Kathmandu,Residential,Summer,Smart,5137.0,12.0,19.3,73.7,20.0,8.9,Yes,1424.5,1817.0
CUST00305,Biratnagar,Residential,Autumn,Standard,4081.0,15.0,10.2,42.5,19.0,4.2,No,806.4,1579.3
CUST01366,Pokhara,Office,Autumn,Standard,1588.0,7.0,10.8,63.0,14.0,11.0,No,1410.4,1707.1
CUST01581,Bhaktapur,Residential,Winter,Smart,3983.0,3.0,34.2,43.9,3.0,3.1,No,790.1,1007.9
CUST00314,Pokhara,Industrial,Winter,Standard,858.0,7.0,12.0,66.0,5.0,10.0,No,513.9,1695.8
CUST00150,Chitwan,Office,Summer,Smart,1841.0,8.0,7.5,87.6,11.0,15.2,Yes,324.0,1919.6
CUST01149,Bhaktapur,Commercial,Spring,Smart,5063.0,5.0,26.9,49.7,15.0,15.1,No,1513.7,2107.8
CUST01214,Chitwan,Residential,Winter,Smart,3740.0,10.0,11.1,41.4,6.0,3.6,No,882.0,1375.0
CUST00575,Biratnagar,Office,Spring,Smart,880.0,14.0,11.9,85.8,9.0,2.4,No,884.4,1310.4
CUST00051,Chitwan,Residential,Winter,Standard,2779.0,7.0,11.5,83.4,8.0,12.5,Yes,166.3,1379.0
CUST01576,Lalitpur,Industrial,Autumn,Smart,4270.0,6.0,18.7,40.9,20.0,16.0,Yes,1454.8,2226.8
CUST00727,Kathmandu,Residential,Autumn,Standard,1377.0,8.0,28.7,70.7,16.0,2.8,Yes,363.0,897.4
CUST00834,Biratnagar,Industrial,Summer,Smart,4800.0,6.0,11.9,57.9,4.0,11.4,Yes,1096.6,2055.6
CUST01378,Chitwan,Residential,Summer,Standard,4114.0,7.0,21.4,36.2,13.0,4.7,No,319.0,1396.8
CUST01116,Lalitpur,Industrial,Summer,Standard,529.0,14.0,33.5,58.1,18.0,15.9,No,1362.8,2557.5
CUST01167,Biratnagar,Commercial,Winter,Smart,4608.0,12.0,25.2,48.6,16.0,15.1,Yes,1162.2,2224.1
CUST00471,Kathmandu,Residential,Winter,Standard,5506.0,15.0,26.5,73.8,15.0,11.6,No,908.3,1927.7
CUST00972,Pokhara,Office,Autumn,Smart,3622.0,13.0,8.6,62.0,10.0,2.9,No,248.7,1477.0
CUST00654,Biratnagar,Office,Autumn,Smart,2901.0,13.0,19.1,52.5,18.0,17.3,No,269.6,1995.0
CUST00400,Biratnagar,Residential,Spring,Smart,5043.0,8.0,25.6,66.7,20.0,2.1,No,275.7,1479.5
CUST00512,Lalitpur,Commercial,Summer,Smart,4068.0,5.0,7.3,85.1,10.0,3.1,No,1379.2,1694.3
CUST00321,Bhaktapur,Residential,Spring,Standard,4760.0,13.0,25.3,65.0,8.0,10.4,No,262.6,1473.1
CUST00020,Pokhara,Industrial,Winter,Smart,1323.0,9.0,6.0,53.2,9.0,17.3,No,480.1,2025.1
CUST00685,Pokhara,Residential,Winter,Standard,3591.0,4.0,6.0,86.7,9.0,10.2,No,1797.8,1654.1
CUST00036,Chitwan,Industrial,Winter,Smart,1342.0,9.0,7.3,37.7,7.0,14.4,No,1305.7,2031.1
CUST00903,Lalitpur,Residential,Summer,Standard,4523.0,3.0,11.4,68.0,3.0,4.4,No,940.0,1095.2
CUST01806,Lalitpur,Residential,Autumn,Smart,3742.0,3.0,26.1,49.3,11.0,12.2,No,1128.5,1431.0
CUST00828,Bhaktapur,Commercial,Spring,Standard,3487.0,5.0,34.0,46.8,12.0,12.3,No,103.7,1623.1
CUST01825,Chitwan,Residential,Autumn,Smart,2840.0,5.0,7.1,40.4,13.0,14.4,No,1625.7,1608.7
CUST00408,Chitwan,Residential,Spring,Standard,4811.0,2.0,14.3,39.0,11.0,9.2,No,1491.5,1356.7
CUST00921,Bhaktapur,Office,Summer,Smart,2043.0,13.0,33.1,73.7,8.0,7.7,No,1251.9,1757.2
CUST00538,Kathmandu,Residential,Summer,Standard,1242.0,10.0,25.6,38.8,11.0,8.1,Yes,1294.4,1267.0
CUST00759,Bhaktapur,Residential,Autumn,Smart,1472.0,8.0,7.1,46.4,20.0,4.9,No,145.3,1126.7
CUST01935,Pokhara,Residential,Autumn,Standard,1973.0,6.0,15.5,58.9,4.0,6.2,No,1534.1,956.9
CUST01063,Lalitpur,Residential,Summer,Smart,3325.0,4.0,7.8,82.3,6.0,5.5,No,284.1,1260.7
CUST01200,Pokhara,Commercial,Summer,Smart,4852.0,3.0,22.5,64.7,16.0,12.0,No,518.9,1851.8
CUST00246,Bhaktapur,Residential,Winter,Smart,1377.0,1.0,11.7,47.5,20.0,3.8,No,123.9,893.1
CUST01417,Kathmandu,Office,Autumn,Smart,4717.0,13.0,17.9,53.3,11.0,8.5,No,1529.0,1958.6
CUST01128,Biratnagar,Residential,Spring,Standard,4460.0,6.0,18.5,36.0,18.0,11.7,No,396.4,1631.3
CUST00785,Kathmandu,Office,Autumn,Smart,4991.0,8.0,20.9,54.2,13.0,9.2,No,1173.3,1907.2
CUST01794,Bhaktapur,Industrial,Spring,Smart,3020.0,15.0,18.0,74.2,15.0,15.0,No,971.6,2397.0
CUST00490,Kathmandu,Residential,Autumn,Smart,4683.0,12.0,31.3,46.4,11.0,12.7,No,819.5,1909.1
CUST00155,Pokhara,Office,Spring,Standard,5489.0,14.0,29.4,85.9,8.0,13.2,No,1416.2,2041.3
CUST00962,Lalitpur,Residential,Winter,Smart,3016.0,3.0,19.8,79.1,8.0,4.7,Yes,658.5,983.2
CUST00854,Bhaktapur,Residential,Autumn,Smart,1481.0,3.0,11.5,34.6,12.0,12.3,No,212.5,1139.4
CUST01312,Bhaktapur,Office,Autumn,Smart,756.0,2.0,10.5,69.9,19.0,3.8,No,417.2,1079.9
CUST00626,Biratnagar,Office,Spring,Smart,4609.0,14.0,8.0,75.7,17.0,5.1,No,1505.5,1856.1
CUST00686,Pokhara,Residential,Spring,Smart,5155.0,6.0,19.1,62.9,16.0,2.2,No,1661.2,1405.3
CUST01992,Lalitpur,Office,Winter,Smart,1734.0,14.0,13.4,50.1,3.0,2.5,No,1753.3,1564.3
CUST00570,Biratnagar,Office,Winter,Smart,4787.0,3.0,26.0,88.8,9.0,4.3,No,786.1,1621.1
CUST01939,Pokhara,Industrial,Autumn,Smart,1309.0,3.0,30.1,33.5,20.0,13.3,No,1514.3,2242.8
CUST00018,Chitwan,Office,Summer,Standard,2765.0,8.0,22.6,52.5,17.0,9.9,No,1313.8,1987.2
CUST00128,Bhaktapur,Residential,Winter,Standard,4383.0,10.0,12.6,69.6,7.0,7.3,No,270.2,1328.4
CUST01347,Lalitpur,Industrial,Summer,Smart,5439.0,7.0,23.9,44.0,10.0,11.4,No,155.9,2043.5
CUST01280,Biratnagar,Residential,Spring,Standard,3170.0,13.0,32.7,70.2,12.0,2.5,No,638.4,1247.9
CUST01999,Bhaktapur,Commercial,Spring,Smart,943.0,8.0,15.2,87.6,17.0,4.0,Yes,123.5,1156.4
CUST00928,Bhaktapur,Commercial,Summer,Smart,1654.0,15.0,12.6,79.1,10.0,11.8,Yes,94.0,1454.7
CUST00981,Chitwan,Residential,Winter,Smart,3991.0,9.0,26.3,70.2,18.0,4.9,Yes,1570.6,1601.4
CUST01995,Pokhara,Commercial,Spring,Smart,1920.0,7.0,9.0,67.5,6.0,7.1,No,1104.3,1387.2
CUST00191,Bhaktapur,Office,Spring,Standard,4129.0,12.0,14.5,78.1,7.0,7.9,No,694.0,1722.1
CUST01140,Chitwan,Residential,Winter,Standard,617.0,13.0,10.3,44.5,19.0,15.4,No,777.5,1786.6
CUST00993,Bhaktapur,Industrial,Summer,Smart,767.0,9.0,,37.2,20.0,5.1,Yes,1768.2,1804.8
CUST01986,Bhaktapur,Residential,Spring,Smart,2828.0,8.0,33.1,35.0,6.0,8.1,No,1519.9,1244.3
CUST01681,Kathmandu,Industrial,Spring,Smart,4768.0,2.0,28.0,43.1,16.0,4.5,No,397.7,1743.5
CUST00607,Pokhara,Residential,Winter,Smart,5690.0,4.0,15.8,81.5,10.0,16.1,No,573.6,1678.8
CUST00181,Kathmandu,Residential,Winter,Smart,1627.0,14.0,12.7,72.7,8.0,16.0,No,1452.2,1829.7
CUST00302,Kathmandu,Commercial,Autumn,Standard,5562.0,6.0,33.8,49.7,16.0,17.4,No,960.8,2236.1
CUST00497,Lalitpur,Office,Summer,Smart,4363.0,8.0,25.6,65.4,15.0,12.4,No,183.0,2210.1
CUST01721,Chitwan,Commercial,Autumn,Smart,956.0,2.0,21.6,79.3,2.0,14.9,No,1759.2,1546.1
CUST01735,Bhaktapur,Residential,Summer,Smart,1332.0,12.0,23.3,56.3,3.0,6.5,No,1402.7,1397.2
CUST00010,Biratnagar,Residential,Winter,Smart,1188.0,6.0,25.1,65.1,13.0,16.9,No,231.8,1519.3
CUST01867,Kathmandu,Office,Summer,Smart,1888.0,15.0,24.0,48.4,8.0,8.2,Yes,1388.1,1712.7
CUST00518,Biratnagar,Residential,Summer,Smart,5914.0,1.0,5.4,55.5,7.0,10.2,No,95.9,1238.6
CUST00015,Lalitpur,Residential,Autumn,Smart,4759.0,14.0,15.0,62.6,16.0,5.7,No,1639.2,1589.5
CUST01070,Biratnagar,Commercial,Autumn,Smart,3536.0,6.0,11.8,34.6,13.0,4.5,No,222.3,1381.0
CUST00477,Chitwan,Residential,Summer,Smart,1013.0,15.0,18.8,54.2,7.0,10.9,No,1595.6,1557.3
CUST00158,Bhaktapur,Residential,Autumn,Standard,2526.0,4.0,13.2,72.2,4.0,12.8,No,1523.4,1410.8
CUST01244,Bhaktapur,Office,Winter,Smart,5840.0,7.0,12.8,75.5,11.0,16.7,No,1002.8,2284.2
CUST01196,Kathmandu,Residential,Autumn,Smart,1211.0,8.0,20.8,37.4,9.0,6.6,Yes,1315.7,1107.6
CUST00017,Chitwan,Residential,Summer,Standard,2600.0,15.0,11.4,85.9,19.0,4.7,No,725.5,1430.3
CUST01536,Chitwan,Industrial,Spring,Smart,1352.0,1.0,20.1,62.1,8.0,14.0,No,206.2,1694.9
CUST01073,Kathmandu,Industrial,Autumn,Smart,3675.0,1.0,8.3,41.1,19.0,11.1,No,1762.1,2165.3
CUST00002,Biratnagar,Commercial,Winter,Standard,4093.0,10.0,5.4,35.1,9.0,14.0,No,1251.6,1726.8
CUST00547,Biratnagar,Residential,Autumn,Smart,5574.0,9.0,20.3,53.9,4.0,11.3,No,315.7,1492.9
CUST01540,Kathmandu,Residential,Spring,Standard,4808.0,14.0,9.8,54.7,14.0,11.4,No,1618.9,1884.7
CUST00659,Kathmandu,Residential,Spring,Smart,2375.0,6.0,23.3,31.1,2.0,11.6,No,419.9,1084.0
CUST01671,Bhaktapur,Residential,Autumn,Standard,2634.0,6.0,6.6,48.8,10.0,12.4,No,1536.4,1279.8
CUST01020,Bhaktapur,Residential,Summer,Smart,5826.0,8.0,16.0,40.2,12.0,9.4,No,458.8,1648.6
CUST01687,Bhaktapur,Residential,Autumn,Smart,5656.0,12.0,9.8,81.7,9.0,12.9,Yes,483.0,1558.6
CUST01505,Biratnagar,Residential,Spring,Smart,2360.0,5.0,16.0,51.3,11.0,2.5,No,1220.8,1088.3
CUST00960,Biratnagar,Commercial,Spring,Smart,2826.0,6.0,25.4,56.2,17.0,12.9,Yes,512.2,1692.7
CUST01912,Lalitpur,Residential,Winter,Standard,2073.0,,11.4,58.1,9.0,7.2,No,464.8,961.0
CUST00284,,Office,Autumn,Smart,4242.0,8.0,15.7,58.2,15.0,16.1,Yes,251.5,1695.5
CUST00798,Chitwan,Office,Summer,Smart,,10.0,21.8,81.5,11.0,16.4,No,936.1,2031.7
CUST01650,Bhaktapur,Residential,Autumn,Standard,4680.0,7.0,14.8,39.5,12.0,7.7,No,929.2,1425.1
CUST00226,Chitwan,Commercial,Autumn,Smart,4918.0,7.0,11.8,57.0,5.0,16.6,No,97.6,1592.0
CUST00027,Pokhara,Commercial,Autumn,Smart,3392.0,15.0,8.0,34.8,11.0,7.6,No,1632.2,1689.3
CUST01798,Kathmandu,Residential,Winter,Smart,4912.0,5.0,19.1,46.0,9.0,5.8,Yes,1299.0,1319.2
CUST00438,Biratnagar,Commercial,Summer,Smart,3741.0,2.0,13.0,56.0,3.0,14.4,No,1320.0,1732.4
CUST01979,Bhaktapur,Industrial,Summer,Smart,5720.0,7.0,19.1,64.3,4.0,7.3,No,1122.9,2039.1
CUST01389,Chitwan,Residential,Summer,Smart,5699.0,12.0,12.6,76.7,16.0,7.6,No,1366.0,1846.9
CUST00230,Lalitpur,Commercial,Autumn,Smart,4678.0,13.0,19.6,32.4,16.0,16.9,No,456.4,2305.7
CUST00038,Bhaktapur,Residential,Spring,Standard,4141.0,1.0,16.0,60.9,19.0,11.8,No,355.8,1563.2
CUST00750,Kathmandu,Residential,Summer,Smart,1180.0,6.0,32.1,42.4,19.0,14.8,No,1719.6,1880.6
CUST01046,Pokhara,Commercial,Spring,Standard,5331.0,4.0,10.1,55.8,15.0,13.9,No,1798.0,1922.0
CUST01399,Pokhara,Commercial,Summer,Smart,4612.0,4.0,25.4,54.7,8.0,16.3,No,1161.2,2125.5
CUST00470,Chitwan,Residential,Winter,Standard,3557.0,10.0,18.2,83.2,9.0,8.6,No,1002.6,1626.9
CUST01718,Kathmandu,Residential,Spring,Smart,3208.0,11.0,17.3,78.1,14.0,4.1,No,1377.9,1305.5
CUST01998,Biratnagar,Residential,Winter,Standard,1904.0,10.0,33.5,50.1,5.0,7.4,No,776.5,1407.9
CUST00688,Kathmandu,Residential,Winter,Standard,3864.0,14.0,8.5,40.8,9.0,8.8,No,1477.3,1653.2
CUST01872,Pokhara,Residential,Winter,Smart,2631.0,1.0,15.9,45.5,14.0,11.4,No,271.9,1311.2
CUST00640,Lalitpur,Office,Winter,Smart,1624.0,14.0,21.7,70.6,19.0,6.3,No,1648.9,2061.2
CUST01738,Biratnagar,Residential,Spring,Smart,1659.0,4.0,10.8,46.6,14.0,3.7,No,283.2,948.2
CUST01219,Chitwan,Office,Winter,Smart,5818.0,14.0,21.7,67.5,13.0,14.1,No,1498.1,2377.1
CUST01159,Kathmandu,Residential,Spring,Standard,2158.0,15.0,5.9,64.6,20.0,17.7,No,1564.4,2095.9
CUST01416,Biratnagar,Commercial,Winter,Smart,4742.0,15.0,15.8,70.3,20.0,15.4,Yes,227.3,2099.4
CUST01528,Lalitpur,Office,Spring,Standard,1488.0,9.0,31.6,71.0,17.0,13.2,No,336.4,1913.9
CUST01680,Biratnagar,Residential,Spring,Smart,5588.0,7.0,27.1,86.8,5.0,11.0,No,623.2,1369.7
CUST01301,Lalitpur,Residential,Summer,Standard,5037.0,4.0,16.7,43.9,12.0,4.0,No,669.2,1284.0
CUST01851,Bhaktapur,Commercial,Summer,Smart,4432.0,15.0,27.9,63.0,8.0,4.0,No,992.0,1795.1
CUST00801,Biratnagar,Commercial,Autumn,Smart,4530.0,13.0,6.2,77.7,11.0,8.3,No,1523.8,1849.4
CUST01604,Kathmandu,Residential,Winter,Standard,5524.0,10.0,17.7,43.1,5.0,10.7,Yes,610.4,1525.9
CUST00161,Lalitpur,Residential,Winter,Smart,2024.0,9.0,14.2,59.1,4.0,17.7,Yes,1733.1,1585.1
CUST00957,Bhaktapur,Office,Winter,Smart,5786.0,12.0,15.6,48.6,17.0,9.6,No,496.0,2151.3
CUST01187,Chitwan,Residential,Summer,Smart,5303.0,1.0,34.6,39.6,13.0,14.6,No,945.2,1817.8
CUST00822,Lalitpur,Industrial,Spring,Smart,4238.0,,21.6,86.9,,14.5,No,899.7,2094.0
CUST01707,Bhaktapur,Residential,Summer,Smart,4163.0,6.0,22.7,37.8,17.0,3.2,No,568.7,1523.1
CUST00878,Biratnagar,Office,Winter,Standard,5608.0,10.0,5.3,49.3,17.0,15.5,No,1417.1,2260.5
CUST00914,Lalitpur,Industrial,Spring,Smart,1161.0,7.0,21.1,37.6,18.0,16.1,Yes,956.8,1977.2
CUST00153,Bhaktapur,Residential,Winter,Standard,4227.0,2.0,7.2,85.4,14.0,10.7,Yes,528.3,1168.3
CUST01865,Bhaktapur,Residential,Autumn,Smart,4508.0,10.0,18.7,79.7,17.0,8.0,Yes,1782.3,1659.8
CUST01804,Bhaktapur,Commercial,Spring,Standard,3749.0,6.0,5.1,80.2,2.0,8.2,Yes,1206.4,1146.3
CUST00510,Lalitpur,Industrial,Autumn,Standard,921.0,11.0,6.5,77.9,4.0,10.1,No,312.8,1562.6
CUST01136,Pokhara,Residential,Spring,Standard,5844.0,6.0,16.9,86.3,16.0,8.5,No,780.0,1572.7
CUST01251,Kathmandu,Office,Spring,Standard,5948.0,14.0,19.8,79.2,17.0,2.6,No,1173.5,1885.2
CUST01689,Bhaktapur,Residential,Winter,Smart,3130.0,11.0,17.1,38.1,5.0,16.6,No,463.4,1564.8
CUST00104,Kathmandu,Residential,Autumn,Smart,3150.0,2.0,22.8,39.0,8.0,3.4,No,256.2,1036.5
CUST01446,Bhaktapur,Industrial,Autumn,Smart,1798.0,5.0,32.2,40.3,16.0,6.2,No,829.6,1816.5
CUST01444,Pokhara,Office,Spring,Smart,5607.0,11.0,32.2,60.3,6.0,11.4,No,1762.3,2033.6
CUST01765,Pokhara,Residential,Summer,Smart,1156.0,8.0,20.8,84.9,9.0,11.6,No,1674.9,1703.2
CUST00587,Biratnagar,Office,Summer,Smart,4172.0,4.0,14.6,81.7,18.0,3.6,No,1173.0,1788.4
CUST01937,Lalitpur,Office,Summer,Standard,5479.0,1.0,7.9,56.1,9.0,12.6,Yes,1128.3,1687.1
CUST01144,Chitwan,Residential,Summer,Smart,606.0,13.0,6.0,55.7,6.0,16.4,No,992.9,1527.2
CUST00054,Kathmandu,Commercial,Summer,Smart,4949.0,11.0,20.4,36.4,9.0,14.2,Yes,950.9,1748.0
CUST00152,Biratnagar,Industrial,Spring,Standard,709.0,1.0,12.6,82.5,5.0,5.5,Yes,657.8,1049.0
CUST00404,Pokhara,Commercial,Winter,Smart,4797.0,2.0,13.9,70.5,10.0,3.2,No,1665.6,1447.6
CUST01973,Lalitpur,Commercial,Spring,Smart,1059.0,5.0,34.0,69.4,6.0,11.1,No,279.3,1215.0
CUST00208,Pokhara,Residential,Autumn,Smart,4401.0,15.0,31.6,46.1,13.0,10.7,No,670.4,1662.6
CUST01925,Chitwan,Commercial,Spring,Smart,1595.0,6.0,5.3,89.0,12.0,13.4,No,1022.4,1598.0
CUST01123,Kathmandu,Office,Summer,Smart,3350.0,4.0,21.7,65.4,19.0,15.5,No,982.7,2149.1
CUST01777,Chitwan,Residential,Summer,Smart,5084.0,12.0,13.0,74.8,5.0,4.7,No,550.7,1360.5
CUST00009,Bhaktapur,Office,Autumn,Smart,1420.0,6.0,9.0,67.3,2.0,7.8,No,1007.9,1174.8
CUST01015,Pokhara,Residential,Autumn,Smart,1909.0,2.0,16.2,55.6,16.0,13.6,No,1094.4,1487.1
CUST01824,Lalitpur,Office,Autumn,Smart,765.0,6.0,18.7,68.4,13.0,17.3,No,737.4,1803.3
CUST01061,Lalitpur,Residential,Summer,Smart,510.0,8.0,23.4,88.8,12.0,16.5,No,661.4,1703.8
CUST00453,Bhaktapur,Industrial,Spring,Smart,4349.0,9.0,8.0,76.8,6.0,4.4,Yes,303.0,1394.0
CUST01676,Bhaktapur,Residential,Spring,Smart,1234.0,6.0,21.9,45.3,9.0,18.0,No,741.1,1481.8
CUST00254,Bhaktapur,Residential,Summer,Standard,5131.0,8.0,23.1,85.7,18.0,10.4,No,587.3,1824.5
CUST01328,Chitwan,Commercial,Autumn,Standard,5497.0,13.0,23.9,65.6,10.0,6.8,No,529.3,1630.9
CUST00897,Biratnagar,Residential,Summer,Smart,5890.0,13.0,22.3,60.6,18.0,8.8,No,1104.3,1920.1
CUST01760,Pokhara,Office,Spring,Smart,3731.0,11.0,23.4,86.4,14.0,2.3,No,1066.6,1491.4
CUST00881,Chitwan,Residential,Winter,Smart,1457.0,12.0,25.5,89.1,13.0,5.2,No,1342.7,1404.0
CUST01596,Kathmandu,Commercial,Spring,Smart,3512.0,9.0,5.6,55.5,7.0,16.1,No,1166.5,1639.9
CUST01919,Kathmandu,Office,Spring,Smart,1660.0,7.0,20.1,83.8,15.0,11.8,No,1710.8,1845.4
CUST00624,Kathmandu,Residential,Spring,Smart,3920.0,9.0,5.2,50.6,18.0,10.2,Yes,504.5,1273.9
CUST00346,Biratnagar,Commercial,Winter,Standard,1097.0,9.0,28.8,31.5,9.0,14.8,No,1192.7,1685.6
CUST01728,Biratnagar,Commercial,Summer,Smart,2437.0,10.0,28.3,82.9,5.0,4.3,No,472.3,1599.4
CUST00263,Kathmandu,Commercial,Summer,Smart,1466.0,,33.9,73.3,9.0,16.1,No,496.0,1790.8
CUST01635,Chitwan,Residential,Spring,Smart,3393.0,10.0,22.7,62.5,15.0,2.9,No,613.8,1361.2
CUST01322,Biratnagar,Residential,Winter,Standard,5667.0,3.0,24.2,34.4,20.0,3.1,No,937.3,1672.4
CUST01439,Pokhara,Commercial,Autumn,Smart,1693.0,5.0,29.6,65.4,6.0,4.8,No,1476.8,1004.6
CUST00151,Biratnagar,Office,Winter,Smart,4536.0,3.0,6.6,45.2,,10.7,No,1269.6,1743.3
CUST00473,Biratnagar,Office,Summer,Standard,5189.0,12.0,11.3,63.9,20.0,9.9,No,506.0,2132.5
CUST00641,Pokhara,Office,Autumn,Smart,5445.0,5.0,32.9,50.5,9.0,15.1,No,1599.1,2014.8
CUST00013,Chitwan,Residential,Summer,Smart,1969.0,12.0,8.4,48.2,13.0,14.1,No,874.6,1780.0
CUST01913,Chitwan,Residential,Autumn,Smart,5667.0,1.0,5.2,55.2,17.0,12.4,No,1324.5,1806.3
CUST00551,Kathmandu,Residential,Winter,Standard,5500.0,4.0,8.3,35.9,16.0,9.9,Yes,626.2,1434.9
CUST01984,Chitwan,Commercial,Winter,Smart,5305.0,14.0,22.6,86.6,2.0,2.6,No,1555.6,1692.4
CUST00929,Biratnagar,Residential,Winter,Standard,5721.0,5.0,20.5,30.3,4.0,3.1,Yes,842.4,997.6
CUST00489,Biratnagar,Residential,Autumn,Smart,2696.0,15.0,15.4,30.3,12.0,14.3,No,321.3,1478.0
CUST01840,Chitwan,Commercial,Spring,Standard,,12.0,10.0,75.3,7.0,10.7,No,1028.0,1764.3
CUST01172,Lalitpur,Industrial,Autumn,Smart,648.0,5.0,24.8,82.6,16.0,11.9,Yes,1572.8,2079.0
CUST00147,Pokhara,Residential,Spring,Smart,725.0,11.0,22.4,51.4,2.0,7.3,No,923.1,833.0
CUST01730,Kathmandu,Commercial,Autumn,Smart,5652.0,8.0,17.3,53.3,8.0,3.3,No,1001.1,1478.1
CUST01959,Lalitpur,Office,Autumn,Smart,,2.0,6.7,63.1,16.0,14.1,No,1015.2,1904.7
CUST00403,Kathmandu,Commercial,Summer,Smart,5333.0,13.0,6.3,83.7,14.0,4.6,Yes,924.6,1683.6
CUST00955,Lalitpur,Residential,Autumn,Smart,4924.0,15.0,18.8,43.3,18.0,10.0,Yes,755.0,1702.2
CUST01908,Bhaktapur,Residential,Autumn,Smart,5641.0,11.0,19.2,73.1,20.0,5.8,No,1660.1,1676.2
CUST00660,Chitwan,Industrial,Winter,Smart,5684.0,14.0,33.2,43.0,15.0,6.1,No,302.0,2298.4
CUST01373,Biratnagar,Residential,Spring,Standard,4390.0,5.0,22.4,88.1,5.0,2.6,No,221.7,971.5
CUST00464,Kathmandu,Residential,Summer,Standard,5822.0,12.0,27.7,56.6,7.0,16.0,No,1197.4,2080.8
CUST01350,Bhaktapur,Commercial,Spring,Smart,5559.0,13.0,8.6,89.5,16.0,4.4,No,97.0,1644.6
CUST00187,,Commercial,Autumn,Smart,2789.0,4.0,20.5,40.0,3.0,4.7,No,266.5,801.0
CUST01148,Biratnagar,Residential,Winter,Smart,3132.0,5.0,,87.6,10.0,14.9,Yes,273.0,1434.5
CUST01225,Chitwan,Office,Summer,Smart,5642.0,7.0,,64.0,7.0,3.1,No,831.0,1749.5
CUST00609,Pokhara,Office,Spring,Smart,4831.0,2.0,25.7,42.9,18.0,8.7,No,129.7,1651.1
CUST00144,Biratnagar,Office,Autumn,Smart,3998.0,7.0,14.0,68.5,15.0,14.1,No,919.5,1881.6
CUST00752,Biratnagar,Residential,Autumn,Smart,5666.0,2.0,34.5,31.5,15.0,2.5,No,1457.5,1514.2
CUST01535,Biratnagar,Residential,Autumn,Standard,1994.0,5.0,24.4,39.4,9.0,8.7,No,743.3,1155.1
CUST00982,Lalitpur,Residential,Winter,Standard,4211.0,11.0,8.5,88.9,19.0,11.7,No,663.8,1890.5
CUST00198,Pokhara,Residential,Autumn,Smart,4723.0,5.0,32.7,75.3,17.0,4.1,No,1562.5,1625.3
CUST01634,Bhaktapur,Office,Summer,Standard,4325.0,14.0,20.9,69.3,13.0,16.5,No,1510.8,2436.3
CUST00884,Bhaktapur,Residential,Spring,Smart,1812.0,10.0,28.8,30.3,2.0,2.2,No,1630.8,1045.7
CUST00280,Chitwan,Residential,Autumn,Standard,1919.0,9.0,33.8,43.0,18.0,9.7,No,1463.8,1649.7
CUST00294,Bhaktapur,Residential,Autumn,Smart,528.0,2.0,33.0,86.6,9.0,12.1,No,1346.6,1417.6
CUST01852,Pokhara,Office,Summer,Standard,1041.0,10.0,34.2,37.3,6.0,3.3,No,566.6,1323.9
CUST00401,Pokhara,Residential,Autumn,Standard,4798.0,4.0,24.0,56.3,12.0,8.8,No,900.4,1457.9
CUST00123,Chitwan,Residential,Winter,Smart,2073.0,,,42.8,2.0,7.5,No,1153.3,1270.5
CUST01208,Pokhara,Industrial,Summer,Smart,5733.0,11.0,33.1,57.8,9.0,8.7,No,753.8,2236.6
CUST00203,Kathmandu,Commercial,Autumn,Smart,5107.0,3.0,18.9,35.5,12.0,2.2,Yes,1536.8,1353.2
CUST01463,Chitwan,Office,Summer,Standard,4592.0,2.0,12.3,77.4,19.0,14.7,Yes,413.8,1924.7
CUST00836,Chitwan,Residential,Winter,Smart,4087.0,3.0,21.0,84.1,6.0,10.4,No,1264.0,1417.3
CUST00247,Chitwan,Residential,Spring,Smart,3370.0,4.0,26.5,69.3,16.0,8.9,No,1627.7,1627.6
CUST01440,Chitwan,Residential,Spring,Standard,2348.0,9.0,8.8,50.7,14.0,6.0,No,696.8,1309.8
CUST01734,Kathmandu,Commercial,Winter,Standard,5284.0,13.0,21.4,71.7,,13.5,No,1502.8,1990.4
CUST01780,Lalitpur,Office,Spring,Smart,3600.0,14.0,19.3,75.8,15.0,4.8,Yes,1530.4,1488.7
CUST01932,Chitwan,Residential,Summer,Smart,678.0,11.0,10.2,54.8,5.0,6.7,No,1650.8,1213.5
CUST01708,Biratnagar,Office,Winter,Standard,2739.0,9.0,23.9,88.0,12.0,17.0,No,1426.8,2412.2
CUST01911,Biratnagar,Residential,Autumn,Smart,2997.0,12.0,11.1,52.6,14.0,16.4,No,797.3,1835.9
